Common Name,County,City,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Flag,Group Type: UME,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Other Findings upon Level Y/N,Other Findings - Illness,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,SW Other Findings Type,Observation Date,How Observed,Observation Status,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transfer to Rehab,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD,Condition Other,Condition Other Description,Condition Comments,Sex,Age Class,Whole Carcass,Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Other Collection Comments,Necropsied,Necropsy Limited Flag,Date of Necropsy,Additional Remarks
"Sea lion, California",Santa Barbara,Santa Barbara,SB Harbor Sandspit,34.406955,decimal degrees,actual,-119.6883098,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/15/19,Beach or Land,Alive,5/15/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,83.8,cm,actual,9.3,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being lethargic, skinny, and congested breathing, transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Goleta,Hope Ranch,34.41031,decimal degrees,actual,-119.769457,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/16/19,Beach or Land,Alive,5/16/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,94,cm,actual,12.2,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to emaciated & lethargic, transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Carpinteria,Rincon Park/Seal Sanctuary,34.385002,decimal degrees,actual,-119.497105,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/17/19,Beach or Land,Alive,5/17/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,FEMALE,PUP/CALF,Y,,96.5,cm,actual,10.9,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, lethargic & having an eye injury, transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Santa Barbara,Fernald Point,34.420826,decimal degrees,actual,-119.617127,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/17/19,Beach or Land,Alive,5/17/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,90,cm,actual,13,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being emaciated, transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Isla Vista,Campus Point,34.406194,decimal degrees,actual,-119.847993,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/19/19,Beach or Land,Alive,5/19/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,96.5,cm,actual,16.8,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being underweight & lethargic, transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Santa Barbara,East Beach,34.4164147,decimal degrees,actual,-119.6702575,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/20/19,Beach or Land,Alive,5/20/19,Alive,Y,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,96.5,cm,actual,15,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Carpinteria,Padaro Beach,34.4018673,decimal degrees,actual,-119.5432904,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/20/19,Beach or Land,Alive,5/20/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,99,cm,actual,12.5,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, lethargic, and unresponsive. Transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Isla Vista,Deppressions Beach,34.4091701,decimal degrees,actual,-119.8469622,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/20/19,Beach or Land,Alive,5/20/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,94,cm,actual,16.3,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being very thin & having possible signs of DA. Transferred to rehabilitation.
"Sea lion, California",Santa Barbara,Santa Barbara,Hendry's Beach 1/2 mile west of boathouse,34.4040781,decimal degrees,actual,-119.7505685,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/22/19,Beach or Land,Alive,5/22/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,91.4,cm,actual,14.5,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being Underweight, minimal response. Transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Santa Barbara,SB Harbor - Sea Landing,34.4078067,decimal degrees,actual,-119.6911026,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/22/19,Beach or Land,Alive,5/22/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,FEMALE,PUP/CALF,Y,,86.3,cm,actual,13.4,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, lethargic, and having an injury to LFF. Transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Santa Barbara,Under Stearns Wharf,34.4100056,decimal degrees,actual,-119.6918432,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/22/19,Beach or Land,Alive,5/22/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,78.7,cm,actual,12.5,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, and lethargic. Transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Carpinteria,500 yds east of Carp Oil Pier,34.385003,decimal degrees,actual,-119.502955,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/23/19,Beach or Land,Alive,5/23/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,MALE,PUP/CALF,Y,,96.5,cm,actual,14.3,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued to being emaciated and having possible wounds.
"Sea lion, California",Santa Barbara,Carpinteria,867 Sandpoint Rd,34.404521,decimal degrees,actual,-119.546306,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/23/19,Beach or Land,Alive,5/23/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,Y,,,,,,,,,,MALE,PUP/CALF,Y,,101.6,cm,actual,12.5,kg,actual,,,,,,,,,,,,,,N,,,CSL rescued due to being thin and OOH (On porch of home.)
"Sea lion, California",Santa Barbara,Summerland,"300 yds east of Lookout Park, Summerland",34.384965,decimal degrees,actual,-119.506288,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/23/19,Beach or Land,Alive,5/23/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,94,cm,actual,11.9,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being emaciated, lethargic, and having trouble moving."
"Sea lion, California",Santa Barbara,Santa Barbara,East Beach,34.4168,decimal degrees,actual,-119.6577,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/23/19,Beach or Land,Alive,5/23/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,91.4,cm,actual,14.5,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being emaciated, lethargic, and having trouble keeping body upright. Transferred to rehabilitation."
"Sea lion, California",Santa Barbara,Santa Barbara,Santa Barbara Harbor breakwater,34.4077923,decimal degrees,actual,-119.687835,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/24/19,Beach or Land,Alive,5/24/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,99,cm,actual,13.1,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being very thin & lethargic.
"Sea lion, California",Santa Barbara,Santa Barbara,SB Harbor end of breakwater in rocks,34.4077273,decimal degrees,actual,-119.6879175,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/25/19,Beach or Land,Alive,5/25/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,104.1,cm,actual,15.9,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, lethargic."
"Sea lion, California",Santa Barbara,Santa Barbara,Ellwood Pier,34.4363925,decimal degrees,actual,-119.9293458,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/26/19,Beach or Land,Alive,5/26/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,106.7,cm,actual,20.4,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being lethargic & thin.
"Sea lion, California",Santa Barbara,Isla Vista,Coal Oil Point,34.4071978,decimal degrees,actual,-119.8789465,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/26/19,Beach or Land,Alive,5/26/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,99,cm,actual,13.6,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being thin w/ L eye contusion.
"Sea lion, California",Santa Barbara,Unincorporated N County,El Capitan State Beach,34.4606191,decimal degrees,actual,-120.0284548,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/27/19,Beach or Land,Alive,5/27/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,FEMALE,PUP/CALF,Y,,101.6,cm,actual,16.1,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being underweight, lethargic, blood on chest."
"Sea lion, California",Santa Barbara,Santa Barbara,Stearns Wharf,34.4116,decimal degrees,actual,-119.6881,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/31/19,Beach or Land,Alive,5/31/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,106.7,cm,actual,17,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, tarry stool, lethargic, close to high traffic area."
"Sea lion, California",Santa Barbara,Carpinteria,539 Sand Point Rd,34.3983164,decimal degrees,actual,-119.5388259,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,5/31/19,Beach or Land,Alive,5/31/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,Y,,,,,MALE,PUP/CALF,Y,,94,cm,actual,14,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being Very thin, OOH (on patio)."
"Sea lion, California",Santa Barbara,Santa Barbara,"In grass of hotel, Fess Parker",34.1460002,decimal degrees,actual,-119.6752065,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/1/19,Beach or Land,Alive,6/1/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,,,,,,,,Y,,,,,FEMALE,PUP/CALF,Y,,94,cm,actual,11.3,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being Very thin, OOH (In grass of hotel), Fess Parker"
"Sea lion, California",Santa Barbara,Unincorporated N Santa Barbara County,Tajiguas Beach,34.4675287,decimal degrees,actual,-120.1113743,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/1/19,Beach or Land,Alive,6/1/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,FEMALE,PUP/CALF,Y,,96.5,cm,actual,11.1,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to thin, lethargic, possible injury."
"Sea lion, California",Santa Barbara,Santa Barbara,Surf Beach,34.6957,decimal degrees,estimate,-120.6026,decimal degrees,estimate,Internet,,,,N,,,,,,,,,,,,,Y,Y,,,,malnutrition,,6/3/19,Beach or Land,Alive,6/3/19,Alive,,,,,,,Y,,The Marine Mammal Center,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,,,95,cm,actual,13.5,kg,actual,,,Y,,,,,,,,,,,Y,complete,6/10/19,CIMWI requested assistance in responding to this animal. Emaciated and abscess.
"Sea lion, California",Santa Barbara,Goleta,Goleta Beach Park,34.416971,decimal degrees,actual,-119.831232,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/4/19,Beach or Land,Alive,6/4/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,Y,Y,,,,,FEMALE,PUP/CALF,Y,,88.9,cm,actual,14.5,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being very thin, OOH (in park BBQ area)."
"Sea lion, California",Santa Barbara,Santa Barbara,East Beach - front of grill,34.4165714,decimal degrees,actual,-119.6678697,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/4/19,Beach or Land,Alive,6/4/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,99,cm,actual,13.4,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, unresponsive."
"Sea lion, California",Santa Barbara,Santa Barbara,1000 Steps Beach,34.3955012,decimal degrees,actual,-119.7099991,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/6/19,Beach or Land,Alive,6/6/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,99,cm,actual,12.9,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, lethargic."
"Sea lion, California",Santa Barbara,Santa Barbara,1000 Steps Beach,34.3955573,decimal degrees,actual,-119.7119903,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/6/19,Beach or Land,Alive,6/6/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,MALE,PUP/CALF,Y,,111.8,cm,actual,18.8,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, lethargic & possible injury to R side."
"Sea lion, California",Santa Barbara,Santa Barbara,East Beach in front of Bathhouse,34.4168898,decimal degrees,actual,-119.6680484,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/7/19,,Alive,6/7/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,93,cm,actual,14,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being emaciated.
"Sea lion, California",Santa Barbara,Goleta,Goleta Beach Park,34.416609,decimal degrees,actual,-119.830585,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/7/19,Beach or Land,Alive,6/7/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,101.5,cm,actual,14,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being very thin.
"Sea lion, California",Santa Barbara,Santa Barbara,"Leadbetter Beach, SB Yacht Club",34.4031221,decimal degrees,actual,-119.6926653,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/7/19,Beach or Land,Alive,6/7/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,109,cm,actual,14.5,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being thin.
"Sea lion, California",Santa Barbara,Goleta,Dos Pueblos Orchid Farm,34.4412351,decimal degrees,actual,-119.9151154,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/8/19,Beach or Land,Fresh Dead,6/8/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,Y,,124.4,cm,actual,13.6,kg,estimate,Y,,,,,,,,,,,,,N,,,
"Sea lion, California",Santa Barbara,Santa Barbara,Hendry's Beach,34.4029044,decimal degrees,actual,-119.744041,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/9/19,Beach or Land,Alive,6/9/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,88.9,cm,actual,11.3,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being very thin, lethargic."
"Sea lion, California",Santa Barbara,Goleta,1/3 mile east of Haskell's Beach,34.4266,decimal degrees,actual,-119.9095,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/9/19,Beach or Land,Fresh Dead,6/9/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,Y,,111.8,cm,actual,20.4,kg,estimate,Y,,,,,,,,,,,,,N,,,
"Sea lion, California",Santa Barbara,Montecito,Fernald Point/Miramar Beach,34.4186466,decimal degrees,actual,-119.6228531,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/10/19,Beach or Land,Alive,6/10/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,96.5,cm,actual,10,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being thin & lethargic.
"Sea lion, California",Santa Barbara,Santa Barbara,Bates Beach,34.3850626,decimal degrees,actual,-119.4994149,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/11/19,Beach or Land,Alive,6/11/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,MALE,PUP/CALF,Y,,91.4,cm,actual,14.5,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being thin and having a severely injured LFF.
"Sea lion, California",Santa Barbara,Goleta,Ellwood Beach,34.4189431,decimal degrees,actual,-119.8900793,decimal degrees,actual,GPS,,,,Y,,,Y,Gillnet Fishery,N,,,,,,,,N,,,,,,,6/14/19,Beach or Land,Alive,6/14/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,Y,Entangled,,FEMALE,PUP/CALF,Y,,111.8,cm,actual,16.1,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being thin and entangled in plastic fishing line.
"Sea lion, California",Santa Barbara,Goleta,Ellwood/Haskell's,34.4214671,decimal degrees,actual,-119.9011276,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/14/19,Beach or Land,Alive,6/14/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,FEMALE,PUP/CALF,Y,,99,cm,actual,14.3,kg,actual,,,,,,,,,,,,,,Y,limited,6/18/19,CSL pup rescued due to being thin and having injury to hindquarter.
"Sea lion, California",Santa Barbara,Santa Barbara,More Mesa Shores,34.4182513,decimal degrees,actual,-119.8037457,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/17/19,Beach or Land,Fresh Dead,6/17/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,Y,,76.2,cm,estimate,6.8,kg,estimate,Y,,,,,,,,,,,,,N,,,"Pup was stillborn w/placenta attached, the mother presented with possible DA Toxicosis symptoms."
"Sea lion, California",Santa Barbara,Carpinteria,Carpinteria State Beach,34.4067258,decimal degrees,actual,-119.5436342,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,6/18/19,Beach or Land,Fresh Dead,6/18/19,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,36,in,actual,50,lb,estimate,Y,,,,,,,,,,,,,N,,,
"Sea lion, California",Santa Barbara,Lompoc,Point Arguello,34.57684,decimal degrees,estimate,-120.648462,decimal degrees,estimate,Internet,,,,N,,,,,,,,,,,,,,,,,,,,7/2/19,Beach or Land,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,PUP/CALF,Y,,,,notMeasured,,,notMeasured,Y,,,,,,,,,,,,,N,,,Two dead pups in same location. Note: VAFB has never observed successful CSL pupping on this property; only stillbirths or post-partum mortality during domoic acid events
"Sea lion, California",Santa Barbara,Santa Barbara,Santa Barbara Harbor/Breakwater,34.4048452,decimal degrees,actual,-119.6828102,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,12/16/19,Beach or Land,Alive,12/16/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,101.6,cm,actual,12.7,kg,actual,,,,,,,,,,,,,,N,,,CSL Pup rescued due to being emaciated & lethargic.
"Sea lion, California",Santa Barbara,Goleta,Goleta Beach,34.4167987,decimal degrees,actual,-119.8289413,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,12/24/19,Beach or Land,Alive,12/24/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,86.3,cm,actual,13.6,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being very thin, and lethargic."
"Sea lion, California",Santa Barbara,Carpinteria,Carpinteria State Beach,34.3891902,decimal degrees,actual,-119.517027,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,12/27/19,Beach or Land,Alive,12/27/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,106.7,cm,actual,14,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being lethargic, and thin."
"Sea lion, California",Santa Barbara,Santa Barbara,"Santa Barbara Harbor, in front of Maritime Museum",34.4043755,decimal degrees,actual,-119.6939401,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,12/28/19,Beach or Land,Alive,12/28/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,99,cm,actual,15.9,kg,actual,,,,,,,,,,,,,,N,,,CSL pup rescued due to being lethargic and thin.
"Sea lion, California",Santa Barbara,Goleta,"Goleta Beach Park, in women's restroom.",34.417025,decimal degrees,actual,-119.830459,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,12/29/19,Beach or Land,Alive,12/29/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,Y,,,,,,,,,,FEMALE,PUP/CALF,Y,,88.9,cm,actual,9.98,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being out of habitat, and emaciated."
"Sea lion, California",Santa Barbara,Santa Barbara,Thousand Steps Beach,34.395945,decimal degrees,actual,-119.7132687,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,1/6/20,Beach or Land,Fresh Dead,1/6/20,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,91,cm,actual,11.6,kg,estimate,Y,,,,,,,,,,,,,N,,,
"Sea lion, California",Santa Barbara,,Platform Holly,34.3894,decimal degrees,actual,-119.907,decimal degrees,actual,GPS,,,,Y,,Y,,,,,,,,,,,Y,,Y,,,1 cm fracture in elbow joint,,1/24/20,Beach or Land,Alive,1/24/20,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,MALE,PUP/CALF,Y,,111,cm,actual,18,kg,actual,,,,,,,,,,,,,,Y,limited,3/23/20,"CSL pup rescued due to being thin, and using left front flipper."
"Sea lion, California",Santa Barbara,Goleta,Goleta Beach Park,34.416993,decimal degrees,actual,-119.829299,decimal degrees,actual,GPS,,,,CBD,,,,,,,,,,,,,,,,,,,,1/25/20,Beach or Land,Alive,1/25/20,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,Y,,,,,,,,,,,MALE,PUP/CALF,Y,,103,cm,actual,21,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin, and having multiple puncture wounds."
"Sea lion, California",Santa Barbara,Isla Vista,Campus Point Beach,34.4101199,decimal degrees,actual,-119.8561832,decimal degrees,actual,GPS,,,,Y,,,,,Y,small plastic,Marine Debris Ingestion,,,,,,N,,,,,,,2/13/20,Beach or Land,Moderate Decomposition,2/13/20,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,Y,,106,cm,actual,18,kg,estimate,Y,,,,,,,,,,,,,N,,,Plastic present in decomposing hindquarters
"Sea lion, California",Santa Barbara,Santa Barbara,Under Stearns Wharf,34.411494,decimal degrees,actual,-119.688192,decimal degrees,actual,GPS,Y,,,N,,,,,,,,,,,,,,,,,,,,2/21/20,Beach or Land,Alive,2/21/20,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,PUP/CALF,Y,,90,cm,actual,14,kg,actual,,,,,,,,,,,,,,N,,,"CSL pup rescued due to being thin & lethargic. CSL is previous patient of Marine Mammal Care Center Los Angeles, tagged on LFF with orange roto-tag #W5385"
