Common Name,Date of Occurance,Date of Examination,County,City,Location Details,Latitude,Longitude,Type of Occurance,Initial Condition,Initial Disposition,Sex,Age,Length,Length Units,Weight,Weight Units,Stranding Remarks,Material Disposition,Final Disposition Remarks
CALIFORNIA SEA LION,5/23/02,5/23/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,43,IN,55,LB,RUNT YEARLING; EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/25/02,5/25/02,SANTA BARBARA,SANTA BARBARA,ON THE BEACH AT THE BILTMORE HOTEL,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,110,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/25/02,5/25/02,SANTA BARBARA,,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,44,IN,60,LB,FLIPPER ABRASION; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/26/02,5/26/02,SANTA BARBARA,,RINCON ISLAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,37.5,IN,25,LB,"RESTRANDING; SEE SID 200204542; ANIMAL ORIGINALLY STRANDED ON 4/30/02 AT SANTA BARBARA, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 5/17/02 AT SANTA CRUZ ISLAND, CHANNEL ISLANDS COUNTY; PNEUMONIA; LACERATIONS",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/26/02,5/26/02,SANTA BARBARA,,JALAMA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,48,IN,57,LB,EMACIATED; COVERED IN TAR; WOUND UNDER RIGHT EYE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/28/02,5/28/02,SANTA BARBARA,SANTA BARBARA,HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,41,IN,48,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/28/02,5/28/02,SANTA BARBARA,SANTA BARBARA,HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,44,IN,68,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/28/02,5/28/02,SANTA BARBARA,,GUADALUPE-NIPOMO DUNES RESERVE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,108,CM,20.5,KG,EMACIATED; DYSPNEA; PALLOR; ABSCESS (DERMIS); EMACIATION,NA,CALIFORNIA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/30/02,5/30/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,67,IN,250,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/30/02,5/30/02,SANTA BARBARA,GOLETA,GOLETA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,68,IN,240,LB,SYMPTOMS OF DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/31/02,5/31/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,41,IN,46,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/3/02,6/3/02,SANTA BARBARA,,SANDY LAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,40,IN,47,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION; SEE SID 200206114,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/9/02,6/9/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,58,IN,210,LB,"RESTRANDING #1; SEE SIDS 9907032, 200207210; ANIMAL ORIGINALLY STRANDED ON 7/7/99 AT RED ROCK BEACH, MARIN COUNTY; ANIMAL TREATED AT CALIFORNIA MARINE MAMMAL CENTER & RELEASED ON 7/30/99 AT SHAMMEL PARK, SAN LUIS OBISPO COUNTY; EMACIATED; SEVERE INTESTINAL PARASITE INFESTATION; SBMMC-02-117",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/11/02,6/11/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,51,IN,80,LB,LETHARGIC; SEVERE INTESTINAL PARASITE  INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/13/02,6/13/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,40,IN,49,LB,"RESTRANDING; SEE SID 200206022; ANIMAL ORIGINALLY STRANDED ON SANDYLAND, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 6/9/02 AT SANTA CRUZ ISLAND, CHANNEL ISLANDS COUNTY; ABSCESS ON NECK",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/14/02,6/14/02,SANTA BARBARA,SANTA BARBARA,SHORELINE PARK,,,INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,46,IN,38,LB,ABRADED AREA UNDER HIND FLIPPER,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/15/02,6/15/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,46,IN,45,LB,RESTRANDING; EMACIATED; ANIMAL FOUND WITH BRAND NUMBER 6669,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/16/02,6/16/02,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,34,IN,40,KG,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/16/02,6/16/02,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,44,IN,45,LB,EMACIATED; ABSCESS ON FLANK,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/18/02,6/18/02,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,53,IN,75,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/19/02,6/19/02,SANTA BARBARA,,EL CAPITAN BEACH; 12 NORTH OF GOLETA,,,HOOK/LINE FISHERY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,43,IN,52,LB,SYSTEMIC INFECTION; FISHHOOK DEEP IN THROAT; MAJOR ABSCESS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/20/02,6/20/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,152,LB,EMACIATED; DEHYDRATED; LETHARGIC; ANIMAL HAD BRAND ON LEFT SIDE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/22/02,6/22/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,48,IN,54,LB,CONVULSING; COMATOSE; NOT DOMOIC ACID TOXICITY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/23/02,6/23/02,SANTA BARBARA,SUMMERLAND,LOOKOUT POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,50,IN,65,LB,SMALL ABSCESS ON THROAT,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/24/02,6/25/02,SANTA BARBARA,SANTA BARBARA,MORE MESA,,,ABANDONMENT,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,27,IN,18,IN,NATURAL ABANDONMENT; NEWBORN; REPORTED BORN 6/24/2002,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/27/02,6/27/02,SANTA BARBARA,SANTA BARBARA,HARBOR,,,INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,60,IN,65,LB,DEEP GASH ON LEFT SIDE OF CHEST,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/28/02,6/28/02,SANTA BARBARA,SUMMERLAND,PLATFORM HOUCHIN OFF SUMMERLAND,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,45,IN,45,LB,ABSCESSES ON HEAD AND NECK,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,6/29/02,6/29/02,SANTA BARBARA,SANTA BARBARA,NORTH OF CAMPUS POINT,,,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/5/02,7/5/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,44,IN,44,LB,ABSCESS BETWEEN SHOULDERS; SEE SID 200207187,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/9/02,7/9/02,SANTA BARBARA,ISLA VISTA,GOLETA POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,42,IN,45,LB,SEVERE PNEUMONIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/11/02,7/11/02,SANTA BARBARA,MONTECITO,FERNALD POINT BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,60,IN,,,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/11/02,7/11/02,SANTA BARBARA,MONTECITO,FERNALD POINT BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,BURIED,U,UNKNOWN,48,IN,,,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/12/02,7/12/02,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,53,IN,64,LB,"EMACIATED; CORNEAL INFLAMMATION OF LEFT EYE; SEE SIDS 200207183, 200208096",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/13/02,7/13/02,SANTA BARBARA,,ARLIGHT BOATHOUSE; VANDENBERG AIR FORCE BASE,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,46,IN,44,LB,SEVERE LEFT EYE INJURY,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/13/02,7/13/02,SANTA BARBARA,,ARLIGHT BOATHOUSE; VANDENBERG AIR FORCE BASE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,41,IN,38,LB,ABSCESSES ON HIND FLIPPER AND FRONTAL SINUS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/13/02,7/13/02,SANTA BARBARA,GUADALUPE,GUADALUPE-NIPOMO DUNES PRESERVE; 1 MILE SOUTH OF MAIN STREET,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,132,CM,24.5,KG,MODERATELY UNDERWEIGHT; ABSCESS ON HIP; ABNORMAL ABDOMEN,NA,CALIFORNIA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/19/02,7/19/02,SANTA BARBARA,SANTA BARBARA,EAST BEACH,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,42,IN,44,LB,EMACIATED; MINOR CUTS AND SCRAPES; SEE SID 200207224,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/21/02,7/21/02,SANTA BARBARA,SANTA BARBARA,HOPE RANCH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,53,IN,70,LB,"RESTRANDING #1; SEE SIDS 200207097; 200208096; ANIMAL ORIGINALLY STRANDED ON 7/12/02 AT CARPINTERIA, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMMAL CENTER & RELEASED ON 7/25/2002; LOOKS HEATHY ENOUGH FOR QUICK RELEASE",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/22/02,7/22/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,44,IN,38,LB,"RESTRANDING; SEE SID 200207032; ANIMAL ORIGINALLY STRANDED ON 7/5/02 AT SANTA BARBARA HARBOR; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 7/12/02 AT SANTA CRUZ ISLAND, CHANNEL ISLANDS COUNTY; HIND FLIPPER BONES EXPOSED",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/22/02,7/22/02,SANTA BARBARA,CARPINTERIA,RINCON POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,70,IN,125,LB,PARTIAL PROLAPSE; EMACIATED; POSSIBLY BLIND,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/26/02,7/26/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,36,IN,24,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/27/02,7/27/02,SANTA BARBARA,,RINCON POINT,,,INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,54,IN,100,LB,EMACIATED; COMPOUND FRACTURE OF LOWER JAW,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/28/02,7/28/02,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,46,IN,50,LB,"RESTRANDING; SEE SID 200207164; ANIMAL ORIGINALLY STRANDED ON 7/19/92 AT EAST BEACH, SANTA BARBARA COUNTY; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 7/25/02 AT SANTA CRUZ ISLAND, SANTA BARBARA COUNTY; EMACIATED",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/28/02,7/28/02,SANTA BARBARA,ISLA VISTA,ISLA VISTA,,,PREDATION-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,53,IN,75,LB,POSSIBLE SHARKBITE,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/29/02,7/29/02,SANTA BARBARA,SANTA BARBARA,HENDRY'S BEACH,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,39,IN,40,LB,SUPERFICIAL LACERATIONS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/30/02,7/30/02,SANTA BARBARA,LOMPOC,POINT AGUELLO BOAT DOCK; VANDENBURG AIR FORCE BASE,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,SUBADULT,44,IN,,,ANIMAL FOUND DURING ROUTINE BIOLOGICAL MONITORING FOR CONSTRUCTION ACTIVITIED; ANIMAL WAS FOUND IN A HAUL OUT AREA FOR HARBOR SEALS,NO PARTS COLLECTED,
CALIFORNIA SEA LION,8/2/02,8/2/02,SANTA BARBARA,,ELLWOOD BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,41,IN,45,LB,LETHARGIC; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,8/5/02,8/5/02,SANTA BARBARA,GUADALUPE,GUADALUPE-NIPOMO DUNES PRESERVE; 1.5 MILES SOUTH OF PARKING LOT,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,145,CM,51.5,KG,LETHARGIC; WOUND ON CHIN; MANDIBLE FRACTURE,NA,CALIFORNIA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,8/5/02,8/5/02,SANTA BARBARA,GUADALUPE,GUADALUPE-NIPOMO DUNES PRESERVE; IN FRONT OF PARKING,,,OIL/TAR SPILL-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,120,CM,33.5,KG,EMACIATED; LETHARGIC; TAR/OIL ON CHEST; WOUND ON REAR FLIPPER; ANEMIA; DYSPNEA,NA,CALIFORNIA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,8/12/02,8/12/02,SANTA BARBARA,CARPINTERIA,RINCON BEACH,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,58,IN,150,LB,COMPOUND FRACTURE OF LOWER JAW,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,8/12/02,8/12/02,SANTA BARBARA,,REFUGIO STATE BEACH,,,HAULOUT-RELATED,ALIVE,TRANSLOCATION,M,PUP/CALF,72,IN,125,LB,PUBLIC HAZARD; MOLTING; ANIMAL WAS TRANSLOCATED TO GAVIOTA BEACH ON 8/13/02 AND RELEASED,NA,TRANSLOCATION
UNIDENTIFIED DOLPHIN,9/5/02,9/5/02,SANTA BARBARA,GUADALUPE,GUADALUPE DUNES,,,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,U,PUP/CALF,36,IN,,,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/8/02,9/8/02,SANTA BARBARA,,JALAMA BEACH,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,54,IN,65,LB,ABSCESS ON LEFT SHOULDER,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,9/12/02,9/12/02,SANTA BARBARA,,PADARO LANE,,,GILLNET-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,47,IN,44,LB,MONOFILLAMENT GILLNET AROUND NECK,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,9/15/02,9/15/02,SANTA BARBARA,SANTA BABRARA,ARROYO BURRO BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,48,IN,46,KG,BLIND,NA,SANTA BARBARA MARINE MAMMAL CENTER
UNIDENTIFIED COMMON DOLPHIN,9/19/02,9/19/02,SANTA BARBARA,,PADARO LANE BEACH AT SANTA CLAUSE LANE,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,UNKNOWN,131,CM,,,YOUNG ANIMAL; PECK HOLES AT LARYNX; EYE AND LOWER MANDIBLE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/21/02,9/21/02,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,68,IN,200,LB,"RESTRANDING #2; SEE SIDS 200205318, 200208062; ANIMAL ORIGINALLY STRANDED ON 5/11/02 AT MALIBU, LOS ANGELES COUNTY; ANIMAL TREATED AT FORT MACARTHUR MARINE MAMMAL CARE CENTER & RELEASED ON 7/25/02 AT WHITE POINT/ROYAL PALMS COUNTY BEACH, LOS ANGELES COUNTY; RESTRANDING #1: ANIMAL RESTRANDED ON 8/10/02 AT MALIBU, LOS ANGELES COUNTY; ANIMAL TREATED AT FORT MACARTHUR MARINE MAMMAL CARE CENTER & RELEASED ON 9/4/02 AT WHITE POINT/ROYAL PALMS COUNTY BEACH, LOS ANGELES COUNTY; RESPIRATORY PROBLEMS; CONGESTED; SBMMC-02-148",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,10/14/02,10/14/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS/NJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,42,IN,38,LB,ABSCESS ON LEFT FRONT FLIPPER,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,10/15/02,10/15/02,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,40,IN,36,LB,SEVERE EMACIATION; CONVULSING,NA,SANTA BARBARA MARINE MAMMAL CENTER
UNIDENTIFIED PINNIPED,10/28/02,10/28/02,SANTA BARBARA,ISLA VISTA,"CAMPUS POINT, UNIVERSITY OF CALIFORNIA, SANTA BARBARA",,,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF TWO ANIMAL FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
UNIDENTIFIED PINNIPED,10/28/02,10/28/02,SANTA BARBARA,ISLA VISTA,"CAMPUS POINT, UNIVERSITY OF CALIFORNIA, SANTA BARBARA",,,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF TWO ANIMALS FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,11/2/02,11/2/02,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,48,IN,52,LB,CONJUNCTIVITUS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,11/12/02,11/12/02,SANTA BARBARA,SANTA BARBARA,BILTMORE HOTEL,,,SHOOTING-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,52,IN,65,LB,GUNSHOT WOUND UNDER RIGHT SHOULDER BLADE; HIGH POWERED RIFLE AT CLOSE RANGE; CLEAN EXIT WOUND; NO BONE FRACTURE,NA,SANTA BARBARA MARINE MAMMAL CENTER
UNIDENTIFIED PINNIPED,11/15/02,11/15/02,SANTA BARBARA,ISLA VISTA,"CAMPUS POINT, UNIVERSITY OF CALIFORNIA SANTA BARBARA",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,YEARLING,48,IN,,,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,11/24/02,11/24/02,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,50,IN,55,LB,EMACIATED; INTERNAL BLEEDING; SEVERE INTERNAL PARASITE INFECTION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,11/29/02,11/29/02,SANTA BARBARA,,SANDYLAND,,,SHOOTING-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,ADULT,60,IN,250,LB,GUNSHOT WOUND TO THE FOREHEAD; SEVERE HEAD TRAUMA; BROKEN LOWER JAW,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,12/10/02,12/10/02,SANTA BARBARA,,PLATFORM HILLHOUSE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,35,IN,22,LB,EMACIATED; SEVERE INTERNAL PARASITE INFESTATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,12/10/02,12/10/02,SANTA BARBARA,,PLATFORM HILLHOUSE,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,UNKNOWN,37,IN,24,LB,INTERNAL BLEEDING FROM ROUNDWORMS; PNEUMONIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
RISSO'S DOLPHIN,12/20/02,12/20/02,SANTA BARBARA,SANTA BARBARA,LEDBETTER BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,WASHED OUT TO SEA,F,UNKNOWN,,,,,CARCASS WASHED OUT PRIOR TO THE ARRIVAL OF SANTA BARBARA MUSEUM OF NATURAL HISTORY PERSONNEL,NO PARTS COLLECTED,WASHED OUT TO SEA
CALIFORNIA SEA LION,12/21/02,12/21/02,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,37,IN,24,LB,SEVERE INTESTINAL PARASITE INFECTION; EMACIATED,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,12/21/02,12/21/02,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,38,IN,27,LB,SEVERE INTERNAL PARASITE INFESTATION; EMACIATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
OLIVE RIDLEY SEA TURTLE,12/23/02,12/23/02,SANTA BARBARA,SANTA BARBARA,THOUSAND STEPS BEACH,,,ILLNESS-RELATED,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,27.5,IN,75,LB,LETHARGIC; PELVIC FRACTURE; BUOYANCY PROBLEM; CHRONIC EMPHYSEMA,COMMENSAL CRABS AND BARNACLES TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,1/2/03,1/2/03,SANTA BARBARA,SANTA BARBARA,HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,35.5,IN,23,LB,RESPIRATORY INFECTION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,1/2/03,1/2/03,SANTA BARBARA,CARPINTERIA,CARPINTERIA BEACH PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,38,IN,25,LB,EMACIATED; PNEUMONIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
